Municipality,Year,Indy_percent,Unio_percent
Pinós,2010,70.22,16.29
Pinós,2012,85.71,12.7
Pinós,2015,81.35,9.33
Pira,1980,59.82,21.92
Pira,1984,64.59,32.54
Pira,1988,62.69,27.46
Pira,1992,60.58,37.02
Pira,1995,68.75,29.33
Pira,1999,36.4,11.84
Pira,2003,68.31,31.69
Pira,2006,56.22,39.91
Pira,2010,57.02,30.21
Pira,2012,75.93,21.11
Pira,2015,75.68,20.27
"Pla de Santa Maria, el",1980,51.59,31.8
"Pla de Santa Maria, el",1984,75.52,20.57
"Pla de Santa Maria, el",1988,75.09,21.05
"Pla de Santa Maria, el",1992,72.65,23.28
"Pla de Santa Maria, el",1995,70.97,28.62
"Pla de Santa Maria, el",1999,68.25,26.77
"Pla de Santa Maria, el",2003,68.05,31.45
"Pla de Santa Maria, el",2006,64.99,32.92
"Pla de Santa Maria, el",2010,52.03,27.23
"Pla de Santa Maria, el",2012,68.9,27.18
"Pla de Santa Maria, el",2015,66.53,29.85
"Pla del Penedès, el",1980,44.66,42.38
"Pla del Penedès, el",1984,79.05,18.99
"Pla del Penedès, el",1988,74.13,23.85
"Pla del Penedès, el",1992,80.95,16.57
"Pla del Penedès, el",1995,71.18,27.96
"Pla del Penedès, el",1999,70.12,29.02
"Pla del Penedès, el",2003,76.48,22.44
"Pla del Penedès, el",2006,71.07,27.25
"Pla del Penedès, el",2010,63.08,23.01
"Pla del Penedès, el",2012,74.63,21.39
"Pla del Penedès, el",2015,78.49,20.08
"Planes d'Hostoles, les",1980,63.05,21.4
"Planes d'Hostoles, les",1984,83.58,13.21
"Planes d'Hostoles, les",1988,78.84,18.02
"Planes d'Hostoles, les",1992,85.12,12.75
"Planes d'Hostoles, les",1995,80.65,18.65
"Planes d'Hostoles, les",1999,81.93,15.5
"Planes d'Hostoles, les",2003,81.61,17.11
"Planes d'Hostoles, les",2006,73.6,25.47
"Planes d'Hostoles, les",2010,70.31,14.78
"Planes d'Hostoles, les",2012,85.94,9.9
"Planes d'Hostoles, les",2015,87.78,9.05
Planoles,1980,27.69,49.74
Planoles,1984,69.12,26.96
Planoles,1988,56,38.86
Planoles,1992,74.84,23.87
Planoles,1995,71.82,28.18
Planoles,1999,68.93,27.12
Planoles,2003,75.77,23.71
Planoles,2006,59.72,36.81
Planoles,2010,57.79,23.38
Planoles,2012,82.56,14.87
Planoles,2015,88.66,8.76
"Plans de Sió, els",1980,64.56,4.8
"Plans de Sió, els",1984,89.73,8.8
"Plans de Sió, els",1988,87.71,9.16
"Plans de Sió, els",1992,88.69,8.74
"Plans de Sió, els",1995,86.38,13.62
"Plans de Sió, els",1999,82.8,16.67
"Plans de Sió, els",2003,83.12,16.1
"Plans de Sió, els",2006,74.02,24.47
"Plans de Sió, els",2010,75.16,14.05
"Plans de Sió, els",2012,87.08,10.15
"Plans de Sió, els",2015,82.53,13.71
"Poal, el",1980,45.79,15.42
"Poal, el",1984,69.95,28.17
"Poal, el",1988,79.9,15.93
"Poal, el",1992,80.73,18.29
"Poal, el",1995,73.02,26.98
"Poal, el",1999,75.87,23.86
"Poal, el",2003,69.23,30.02
"Poal, el",2006,70.16,29.58
"Poal, el",2010,67.89,21.32
"Poal, el",2012,73.16,22.6
"Poal, el",2015,70.57,25.75
"Pobla de Cérvoles, la",1980,25.55,16.06
"Pobla de Cérvoles, la",1984,57.86,35.85
"Pobla de Cérvoles, la",1988,50.77,43.08
"Pobla de Cérvoles, la",1992,70.73,26.02
"Pobla de Cérvoles, la",1995,69.23,30.07
"Pobla de Cérvoles, la",1999,63.41,35.77
"Pobla de Cérvoles, la",2003,65.25,32.62
"Pobla de Cérvoles, la",2006,59.85,37.88
"Pobla de Cérvoles, la",2010,55.64,33.83
"Pobla de Cérvoles, la",2012,76.71,19.18
"Pobla de Cérvoles, la",2015,77.18,20.13
"Pobla de Claramunt, la",1980,47.78,45.68
"Pobla de Claramunt, la",1984,64.45,33.4
"Pobla de Claramunt, la",1988,65.17,32.89
"Pobla de Claramunt, la",1992,70.16,28.51
"Pobla de Claramunt, la",1995,68.91,30.45
"Pobla de Claramunt, la",1999,56.7,42.16
"Pobla de Claramunt, la",2003,58.8,40.44
"Pobla de Claramunt, la",2006,57.51,39.9
"Pobla de Claramunt, la",2010,57.58,31.15
"Pobla de Claramunt, la",2012,57.56,34.83
"Pobla de Claramunt, la",2015,61.72,33.64
"Pobla de Lillet, la",1980,46.24,25.25
"Pobla de Lillet, la",1984,75.39,21.77
"Pobla de Lillet, la",1988,69.06,26.96
"Pobla de Lillet, la",1992,73.27,23.76
"Pobla de Lillet, la",1995,69.97,28.78
"Pobla de Lillet, la",1999,64.5,34.01
"Pobla de Lillet, la",2003,59.96,39.6
"Pobla de Lillet, la",2006,58.58,39.58
"Pobla de Lillet, la",2010,55.87,32.8
"Pobla de Lillet, la",2012,75.75,21.01
"Pobla de Lillet, la",2015,75.25,20.73
"Pobla de Mafumet, la",1980,49.75,22.91
"Pobla de Mafumet, la",1984,84.59,11.48
"Pobla de Mafumet, la",1988,64.41,30.75
"Pobla de Mafumet, la",1992,64.16,31.48
"Pobla de Mafumet, la",1995,60.53,38.26
"Pobla de Mafumet, la",1999,54.22,43.63
"Pobla de Mafumet, la",2003,62.05,37.2
"Pobla de Mafumet, la",2006,54.93,43.1
"Pobla de Mafumet, la",2010,53.81,36
"Pobla de Mafumet, la",2012,45.99,45.33
"Pobla de Mafumet, la",2015,30,54.11
"Pobla de Massaluca, la",1980,28.27,40.31
"Pobla de Massaluca, la",1984,80.3,17.47
"Pobla de Massaluca, la",1988,65.75,27.4
"Pobla de Massaluca, la",1992,68.22,30.23
"Pobla de Massaluca, la",1995,62.76,36.4
"Pobla de Massaluca, la",1999,62.81,35.95
"Pobla de Massaluca, la",2003,62.66,36.91
"Pobla de Massaluca, la",2006,50.24,48.29
"Pobla de Massaluca, la",2010,72.43,25.7
"Pobla de Massaluca, la",2012,74.88,22.75
"Pobla de Massaluca, la",2015,69.46,27.59
"Pobla de Montornès, la",1980,36.71,22.28
"Pobla de Montornès, la",1984,72.7,20.98
"Pobla de Montornès, la",1988,69.58,24.69
"Pobla de Montornès, la",1992,72.62,21.76
"Pobla de Montornès, la",1995,60.65,38.63
"Pobla de Montornès, la",1999,58.95,38.67
"Pobla de Montornès, la",2003,57.34,42.16
"Pobla de Montornès, la",2006,53.75,42.79
"Pobla de Montornès, la",2010,44.95,46
"Pobla de Montornès, la",2012,45.08,48.54
"Pobla de Montornès, la",2015,41.71,55.5
"Pobla de Segur, la",1980,44.39,33.61
"Pobla de Segur, la",1984,62.52,33.12
"Pobla de Segur, la",1988,57.7,36.58
"Pobla de Segur, la",1992,59.27,38.91
"Pobla de Segur, la",1995,55.49,44.12
"Pobla de Segur, la",1999,51.93,47.33
"Pobla de Segur, la",2003,63.36,36.16
"Pobla de Segur, la",2006,54.01,45.07
"Pobla de Segur, la",2010,57.37,32.04
"Pobla de Segur, la",2012,75.97,21.09
"Pobla de Segur, la",2015,75.81,20.87
Poboleda,1980,42.11,38.16
Poboleda,1984,68.08,27.23
Poboleda,1988,60.41,38.58
Poboleda,1992,62.5,36.88
Poboleda,1995,69.52,30
Poboleda,1999,65.36,34.08
Poboleda,2003,75.45,24.09
Poboleda,2006,67.91,31.02
Poboleda,2010,58.67,18.88
Poboleda,2012,80.28,14.22
Poboleda,2015,85.77,8.79
Polinyà,1980,32.49,54.39
Polinyà,1984,42.68,47.76
Polinyà,1988,39.01,56.31
Polinyà,1992,46.56,46.65
Polinyà,1995,44.03,55.48
Polinyà,1999,37.38,57.29
Polinyà,2003,37.15,61.01
Polinyà,2006,40.34,57.02
Polinyà,2010,40.51,49.8
Polinyà,2012,30.37,59.57
Polinyà,2015,28.31,68.12
"Pont d'Armentera, el",1980,68.13,17.76
"Pont d'Armentera, el",1984,76.79,21.73
"Pont d'Armentera, el",1988,69.11,25.65
"Pont d'Armentera, el",1992,66.58,31.09
"Pont d'Armentera, el",1995,65.76,34
"Pont d'Armentera, el",1999,66.3,32.88
"Pont d'Armentera, el",2003,61.14,38.04
"Pont d'Armentera, el",2006,64.61,32.79
"Pont d'Armentera, el",2010,63.61,27.54
"Pont d'Armentera, el",2012,71.7,23.58
"Pont d'Armentera, el",2015,67.98,26.89
"Pont de Bar, el",1980,50.62,24.69
"Pont de Bar, el",1984,83.49,11.93
"Pont de Bar, el",1988,84.27,11.24
"Pont de Bar, el",1992,90.24,8.54
"Pont de Bar, el",1995,82.29,17.71
"Pont de Bar, el",1999,86.59,13.41
"Pont de Bar, el",2003,82,18
"Pont de Bar, el",2006,78.22,21.78
"Pont de Bar, el",2010,75.49,12.75
"Pont de Bar, el",2012,89.11,7.92
"Pont de Bar, el",2015,91.84,3.06
Pont de Molins,1980,36.53,48.5
Pont de Molins,1984,57,39.61
Pont de Molins,1988,54.44,37.28
Pont de Molins,1992,55.48,34.93
Pont de Molins,1995,45.12,53.02
Pont de Molins,1999,44.44,51.56
Pont de Molins,2003,52.07,45.04
Pont de Molins,2006,46.55,50.86
Pont de Molins,2010,53.48,30.87
Pont de Molins,2012,61.09,33.82
Pont de Molins,2015,67,32.34
"Pont de Suert, el",1980,15.79,41.12
"Pont de Suert, el",1984,48.61,48.46
"Pont de Suert, el",1988,48.59,43.59
"Pont de Suert, el",1992,47.93,47.75
"Pont de Suert, el",1995,46.25,53.18
"Pont de Suert, el",1999,44.97,54.17
"Pont de Suert, el",2003,51.47,47.6
"Pont de Suert, el",2006,50.53,48.12
"Pont de Suert, el",2010,55.33,38.98
"Pont de Suert, el",2012,52.49,42.54
"Pont de Suert, el",2015,47.91,47.36
"Pont de Vilomara i Rocafort, el",1980,27.78,56.27
"Pont de Vilomara i Rocafort, el",1984,40.38,57.61
"Pont de Vilomara i Rocafort, el",1988,36.76,59.26
"Pont de Vilomara i Rocafort, el",1992,45.83,52.08
"Pont de Vilomara i Rocafort, el",1995,40.34,58.87
"Pont de Vilomara i Rocafort, el",1999,38.3,59.73
"Pont de Vilomara i Rocafort, el",2003,34.44,63.83
"Pont de Vilomara i Rocafort, el",2006,35.62,62.65
"Pont de Vilomara i Rocafort, el",2010,38.49,51.43
"Pont de Vilomara i Rocafort, el",2012,37.15,54.99
"Pont de Vilomara i Rocafort, el",2015,36.67,61.15
Pontils,1980,46.81,10.64
Pontils,1984,94.64,5.36
Pontils,1988,80.65,9.68
Pontils,1992,88.57,5.71
Pontils,1995,73.85,26.15
Pontils,1999,74.67,24
Pontils,2003,74.7,24.1
Pontils,2006,74.12,24.71
Pontils,2010,62.12,30.3
Pontils,2012,72.37,21.05
Pontils,2015,67.42,28.09
Pontons,1980,56.6,1.89
Pontons,1984,90.84,8.4
Pontons,1988,87.97,6.02
Pontons,1992,85.07,11.94
Pontons,1995,65.46,32.47
Pontons,1999,54.66,43.64
Pontons,2003,53.23,45.97
Pontons,2006,52.65,44.25
Pontons,2010,47.72,43.98
Pontons,2012,57.03,38.28
Pontons,2015,55.96,38.63
Pontós,1980,44.95,11.01
Pontós,1984,83.72,14.73
Pontós,1988,84.3,9.92
Pontós,1992,85.15,11.88
Pontós,1995,70.16,29.03
Pontós,1999,78.05,20.33
Pontós,2003,73.19,25.36
Pontós,2006,67.19,29.69
Pontós,2010,51.24,32.23
Pontós,2012,65.35,27.56
Pontós,2015,72.85,25.83
Ponts,1980,64.12,6.66
Ponts,1984,72.87,24.26
Ponts,1988,65.92,24.4
Ponts,1992,75.62,20.46
Ponts,1995,75.11,24.11
Ponts,1999,69.73,28.29
Ponts,2003,72.6,25.67
Ponts,2006,67.54,31.53
Ponts,2010,63.7,21.23
Ponts,2012,77.36,18.07
Ponts,2015,78.01,17.6
Porqueres,1980,61.03,24.83
Porqueres,1984,76.81,20.72
Porqueres,1988,69.6,24.64
Porqueres,1992,78.56,18.49
Porqueres,1995,75.54,23.82
Porqueres,1999,80.92,17.74
Porqueres,2003,78.02,20.42
Porqueres,2006,72.04,25.85
Porqueres,2010,65,17.92
Porqueres,2012,82.91,14.13
Porqueres,2015,83.83,13.89
Porrera,1980,14.59,69.04
Porrera,1984,33.22,63.39
Porrera,1988,36.04,60.36
Porrera,1992,42.92,56.62
Porrera,1995,53.48,46.09
Porrera,1999,40.47,56.74
Porrera,2003,48.25,51.36
Porrera,2006,47.18,50.81
Porrera,2010,49.32,37.56
Porrera,2012,78.95,18.6
Porrera,2015,84.97,14.05
"Port de la Selva, el",1980,76.03,15.07
"Port de la Selva, el",1984,75.11,24.23
"Port de la Selva, el",1988,70.29,24.39
"Port de la Selva, el",1992,73.26,24
"Port de la Selva, el",1995,73.82,25.8
"Port de la Selva, el",1999,73.28,25.54
"Port de la Selva, el",2003,70.51,29.09
"Port de la Selva, el",2006,69.07,28.67
"Port de la Selva, el",2010,69.82,19.82
"Port de la Selva, el",2012,76.87,18.1
"Port de la Selva, el",2015,76.82,20.24
Portbou,1980,35.34,34.73
Portbou,1984,60.11,34.85
Portbou,1988,53.78,28.46
Portbou,1992,59.53,35.02
Portbou,1995,56.22,42.8
Portbou,1999,53.65,43.28
Portbou,2003,52.29,46.54
Portbou,2006,47.22,48.83
Portbou,2010,55.43,37.95
Portbou,2012,52.5,43.82
Portbou,2015,49.17,46.67
"Portella, la",1980,30.4,41.76
"Portella, la",1984,72.64,24.76
"Portella, la",1988,49.85,47.42
"Portella, la",1992,59.29,40.12
"Portella, la",1995,58.35,41.13
"Portella, la",1999,60.8,38.4
"Portella, la",2003,67.18,32.82
"Portella, la",2006,64.54,34.82
"Portella, la",2010,63.16,32.63
"Portella, la",2012,76.58,22.15
"Portella, la",2015,74.85,22.78
Pradell de la Teixeta,1980,29.27,39.84
Pradell de la Teixeta,1984,46.03,47.62
Pradell de la Teixeta,1988,53.1,38.94
Pradell de la Teixeta,1992,61.29,38.71
Pradell de la Teixeta,1995,66.91,31.65
Pradell de la Teixeta,1999,66.93,29.92
Pradell de la Teixeta,2003,69.42,29.75
Pradell de la Teixeta,2006,62.86,35.24
Pradell de la Teixeta,2010,59.29,26.55
Pradell de la Teixeta,2012,84.5,11.63
Pradell de la Teixeta,2015,82.58,11.36
Prades,1980,62.82,21.79
Prades,1984,81.62,17.45
Prades,1988,77.69,20.32
Prades,1992,78.74,18.5
Prades,1995,71.69,27.71
Prades,1999,67.86,31.17
Prades,2003,65.54,33.94
Prades,2006,61.61,37.5
Prades,2010,59.45,34.15
Prades,2012,78.67,18.4
Prades,2015,81.44,16.49
Prat de Comte,1980,6.59,37.36
Prat de Comte,1984,25.3,74.7
Prat de Comte,1988,26.49,70.86
Prat de Comte,1992,49.69,49.06
Prat de Comte,1995,49.3,50
Prat de Comte,1999,58.26,41.74
Prat de Comte,2003,70.87,29.13
Prat de Comte,2006,75.4,24.6
Prat de Comte,2010,68.38,23.93
Prat de Comte,2012,68.75,28.57
Prat de Comte,2015,66.4,31.2
"Prat de Llobregat, el",1980,20.28,63.14
"Prat de Llobregat, el",1984,25.9,68.43
"Prat de Llobregat, el",1988,27.18,63.25
"Prat de Llobregat, el",1992,35.54,58.06
"Prat de Llobregat, el",1995,32.24,66.63
"Prat de Llobregat, el",1999,28.26,67
"Prat de Llobregat, el",2003,28.51,69.45
"Prat de Llobregat, el",2006,29.01,67.72
"Prat de Llobregat, el",2010,32.56,59.55
"Prat de Llobregat, el",2012,24.6,68.48
"Prat de Llobregat, el",2015,25.05,71.34
Pratdip,1980,40.91,43.56
Pratdip,1984,52.07,43.8
Pratdip,1988,58.58,36.82
Pratdip,1992,73.02,25.54
Pratdip,1995,69.07,30.58
Pratdip,1999,57.52,42.16
Pratdip,2003,46.3,53.42
Pratdip,2006,54.92,42.54
Pratdip,2010,46.05,42.11
Pratdip,2012,66.36,32.4
Pratdip,2015,75,23.01
Prats de Lluçanès,1980,61.97,13.62
Prats de Lluçanès,1984,87.48,11.57
Prats de Lluçanès,1988,83.28,14.45
Prats de Lluçanès,1992,88.89,9.96
Prats de Lluçanès,1995,84.23,15.27
Prats de Lluçanès,1999,84.05,14.9
Prats de Lluçanès,2003,83.19,16.08
Prats de Lluçanès,2006,82.25,16.36
Prats de Lluçanès,2010,76.03,11.88
Prats de Lluçanès,2012,87.52,9.53
Prats de Lluçanès,2015,83.73,13.52
"Prats de Rei, els",1980,59.7,11.82
"Prats de Rei, els",1984,80.05,19.18
"Prats de Rei, els",1988,80.11,18.8
"Prats de Rei, els",1992,85.16,12.76
"Prats de Rei, els",1995,83.06,16.67
"Prats de Rei, els",1999,76.53,21.54
"Prats de Rei, els",2003,77.81,20.12
"Prats de Rei, els",2006,76.59,20.74
"Prats de Rei, els",2010,70.37,12.12
"Prats de Rei, els",2012,79.88,13.51
"Prats de Rei, els",2015,78.8,14.04
Prats i Sansor,1980,50.91,10.91
Prats i Sansor,1984,90,6.67
Prats i Sansor,1988,86.44,8.47
Prats i Sansor,1992,84.29,11.43
Prats i Sansor,1995,74,25
Prats i Sansor,1999,71.56,25.69
Prats i Sansor,2003,78.26,19.13
Prats i Sansor,2006,72.73,26.36
Prats i Sansor,2010,70.27,18.92
Prats i Sansor,2012,75,18.29
Prats i Sansor,2015,70.18,25.15
Preixana,1980,43.24,14.86
Preixana,1984,70.57,25.18
Preixana,1988,74.9,20.53
Preixana,1992,76.87,21.27
Preixana,1995,77.23,22.11
Preixana,1999,74.91,23.99
Preixana,2003,72.44,27.21
Preixana,2006,65.02,33.74
Preixana,2010,66.24,25.21
Preixana,2012,75.1,18.07
Preixana,2015,75.68,21.24
Preixens,1980,49.26,18.38
Preixens,1984,77.62,20.98
Preixens,1988,76.07,20
Preixens,1992,82.48,14.97
Preixens,1995,79.57,20.12
Preixens,1999,75.59,23.08
Preixens,2003,76.01,23.68
Preixens,2006,72.97,26.64
Preixens,2010,74.9,12.76
Preixens,2012,65.95,22.58
Preixens,2015,69.86,26.03
Premià de Dalt,1980,44.19,46.63
Premià de Dalt,1984,57.71,39.84
Premià de Dalt,1988,55.03,39.41
Premià de Dalt,1992,61.01,35.8
Premià de Dalt,1995,59.61,39.71
Premià de Dalt,1999,53.95,44.53
Premià de Dalt,2003,55.67,43.05
Premià de Dalt,2006,54.21,43.32
Premià de Dalt,2010,53.78,36.57
Premià de Dalt,2012,53,40.97
Premià de Dalt,2015,50.86,44.68
Premià de Mar,1980,46.4,39.26
Premià de Mar,1984,54.41,40.82
Premià de Mar,1988,53.21,39.76
Premià de Mar,1992,58.1,36.68
Premià de Mar,1995,52.35,46.71
Premià de Mar,1999,48.55,48.82
Premià de Mar,2003,49.63,48.7
Premià de Mar,2006,46.88,50.56
Premià de Mar,2010,48.25,40.84
Premià de Mar,2012,49.79,43.92
Premià de Mar,2015,50.72,45.47
"Preses, les",1980,48.34,25.66
"Preses, les",1984,75.97,21.64
"Preses, les",1988,56.18,40.52
"Preses, les",1992,51.46,47.87
"Preses, les",1995,58.12,41.5
"Preses, les",1999,70.52,26.99
"Preses, les",2003,68.62,30.98
"Preses, les",2006,63.66,34.82
"Preses, les",2010,66.4,21.51
"Preses, les",2012,80.94,16.04
"Preses, les",2015,82.53,14.06
Prullans,1980,61.29,21.51
Prullans,1984,81.82,16.16
Prullans,1988,74.29,22.86
Prullans,1992,90.68,5.93
Prullans,1995,82.73,17.27
Prullans,1999,78.32,20.28
Prullans,2003,71.81,26.17
Prullans,2006,75.4,23.81
Prullans,2010,73.33,19.26
Prullans,2012,86.27,11.11
Prullans,2015,87.14,10
Puig-reig,1980,55.97,28.46
Puig-reig,1984,74.83,22.25
Puig-reig,1988,72.49,24.36
Puig-reig,1992,74,23.79
Puig-reig,1995,71.1,28.59
Puig-reig,1999,68.78,29.95
Puig-reig,2003,69.39,30.04
Puig-reig,2006,67.87,30.81
Puig-reig,2010,66.11,20.58
Puig-reig,2012,76.51,19.69
Puig-reig,2015,77.61,18.79
Puigcerdà,1980,36.59,31.24
Puigcerdà,1984,67.22,30.21
Puigcerdà,1988,61.23,32.14
Puigcerdà,1992,63.24,33.23
Puigcerdà,1995,59.16,39.81
Puigcerdà,1999,57.55,40.31
Puigcerdà,2003,57.69,40.64
Puigcerdà,2006,56.72,39.9
Puigcerdà,2010,54.14,28.49
Puigcerdà,2012,60.55,34.39
Puigcerdà,2015,56.9,39.56
Puigdàlber,1980,60.44,23.63
Puigdàlber,1984,74.61,24.35
Puigdàlber,1988,67.04,27.93
Puigdàlber,1992,73.8,21.39
Puigdàlber,1995,78.18,21.82
Puigdàlber,1999,75,24.06
Puigdàlber,2003,71.31,27.85
Puigdàlber,2006,71.19,25
Puigdàlber,2010,69.61,18.37
Puigdàlber,2012,74.85,22.75
Puigdàlber,2015,69.23,22.78
Puiggròs,1980,57.86,28.93
Puiggròs,1984,70.66,25.75
Puiggròs,1988,70.79,19.66
Puiggròs,1992,79.5,16.77
Puiggròs,1995,71.25,28.75
Puiggròs,1999,78.85,21.15
Puiggròs,2003,76.44,21.84
Puiggròs,2006,70.97,25.81
Puiggròs,2010,77.63,15.79
Puiggròs,2012,82.32,15.85
Puiggròs,2015,78.41,17.05
Puigpelat,1980,43.83,28.94
Puigpelat,1984,73.91,25.12
Puigpelat,1988,67.59,26.85
Puigpelat,1992,69.54,26.9
Puigpelat,1995,65.88,33.33
Puigpelat,1999,61.57,36.11
Puigpelat,2003,65.85,33.8
Puigpelat,2006,61.25,38.12
Puigpelat,2010,48.19,35.23
Puigpelat,2012,58.11,34.94
Puigpelat,2015,55.69,36.96
Puigverd d'Agramunt,1980,54.97,13.25
Puigverd d'Agramunt,1984,84.93,10.96
Puigverd d'Agramunt,1988,76.34,21.37
Puigverd d'Agramunt,1992,85.37,9.76
Puigverd d'Agramunt,1995,76.6,22.7
Puigverd d'Agramunt,1999,76.22,23.08
Puigverd d'Agramunt,2003,70.44,29.56
Puigverd d'Agramunt,2006,69.84,29.37
Puigverd d'Agramunt,2010,61.24,29.46
Puigverd d'Agramunt,2012,73.05,24.82
Puigverd d'Agramunt,2015,75.84,17.45
Puigverd de Lleida,1980,25.15,45.88
Puigverd de Lleida,1984,45.68,50.95
Puigverd de Lleida,1988,43.82,50.8
Puigverd de Lleida,1992,47.25,49.9
Puigverd de Lleida,1995,41.12,58.22
Puigverd de Lleida,1999,41.3,56.86
Puigverd de Lleida,2003,47.24,52.46
Puigverd de Lleida,2006,45.5,53.4
Puigverd de Lleida,2010,54.32,38.73
Puigverd de Lleida,2012,59.53,38.5
Puigverd de Lleida,2015,60.7,36.06
Pujalt,1980,76.67,11.11
Pujalt,1984,92.78,5.15
Pujalt,1988,88.46,6.73
Pujalt,1992,87.5,10.58
Pujalt,1995,80.34,19.66
Pujalt,1999,82.41,16.67
Pujalt,2003,79.7,20.3
Pujalt,2006,74.78,25.22
Pujalt,2010,66.96,17.39
Pujalt,2012,87.7,11.48
Pujalt,2015,80.62,18.6
"Quar, la",1980,26.92,30.77
"Quar, la",1984,62.5,33.33
"Quar, la",1988,95,5
"Quar, la",1992,100,0
"Quar, la",1995,87.5,12.5
"Quar, la",1999,48.39,32.26
"Quar, la",2003,63.41,21.95
"Quar, la",2006,66.67,25
"Quar, la",2010,55.26,23.68
"Quar, la",2012,82.35,8.82
"Quar, la",2015,81.82,15.15
Quart,1980,53.43,29.24
Quart,1984,65.95,32.19
Quart,1988,62.18,31.27
Quart,1992,64.72,30.4
Quart,1995,59.26,40.14
Quart,1999,62.89,34.32
Quart,2003,61.37,37.42
Quart,2006,58.88,38.44
Quart,2010,55.21,28.63
Quart,2012,65.38,30.09
Quart,2015,65.58,31.16
Queralbs,1980,72.38,5.71
Queralbs,1984,90.4,8
Queralbs,1988,93.48,5.07
Queralbs,1992,94.19,3.87
Queralbs,1995,95.03,4.97
Queralbs,1999,89.12,10.2
Queralbs,2003,80,20
Queralbs,2006,79.67,20.33
Queralbs,2010,77.78,18.8
Queralbs,2012,88.33,9.17
Queralbs,2015,86.92,8.46
Querol,1980,27.66,36.17
Querol,1984,53.23,45.16
Querol,1988,56.82,35.23
Querol,1992,68.33,26.67
Querol,1995,56.36,43.64
Querol,1999,54.1,44.26
Querol,2003,50.69,49.31
Querol,2006,49.66,46.94
Querol,2010,42.66,52.29
Querol,2012,49.22,47.27
Querol,2015,45.09,52.15
Rabós,1980,53.01,10.84
Rabós,1984,72.94,27.06
Rabós,1988,66.67,20.99
Rabós,1992,81.82,12.99
Rabós,1995,67.29,31.78
Rabós,1999,77.65,21.18
Rabós,2003,67.42,31.46
Rabós,2006,77.27,18.18
Rabós,2010,57.14,32.14
Rabós,2012,74.29,21.9
Rabós,2015,82.35,11.76
Rajadell,1980,64.41,20.34
Rajadell,1984,78.71,12.9
Rajadell,1988,87.01,11.04
Rajadell,1992,65.05,33.87
Rajadell,1995,59.09,40.45
Rajadell,1999,66.2,31.01
Rajadell,2003,65.52,34.14
Rajadell,2006,64.1,33.76
Rajadell,2010,66.55,22.41
Rajadell,2012,71.47,23.72
Rajadell,2015,68.51,26.8
Rasquera,1980,62.15,19.24
Rasquera,1984,64.58,27.27
Rasquera,1988,67.84,28.95
Rasquera,1992,71.95,25
Rasquera,1995,63.83,35.46
Rasquera,1999,63.59,34.04
Rasquera,2003,72.45,26.37
Rasquera,2006,71.19,26.39
Rasquera,2010,68.27,21.25
Rasquera,2012,79.58,14.66
Rasquera,2015,84.07,13.42
Regencós,1980,55.22,30.6
Regencós,1984,77.3,20.86
Regencós,1988,81.01,16.46
Regencós,1992,84.71,13.53
Regencós,1995,77.09,22.91
Regencós,1999,82.53,16.27
Regencós,2003,75.6,22.62
Regencós,2006,72,26
Regencós,2010,61.81,20.83
Regencós,2012,79.76,18.45
Regencós,2015,75.14,21.47
Rellinars,1980,39.56,35.16
Rellinars,1984,96.75,2.44
Rellinars,1988,89.76,8.66
Rellinars,1992,91.73,7.52
Rellinars,1995,89.55,10.45
Rellinars,1999,88.11,11.48
Rellinars,2003,84.53,14.33
Rellinars,2006,75.84,22.94
Rellinars,2010,65.22,22.83
Rellinars,2012,69.31,25.25
Rellinars,2015,65.53,31.49
Renau,1980,58.33,8.33
Renau,1984,57.14,34.29
Renau,1988,79.41,20.59
Renau,1992,86.49,13.51
Renau,1995,82.86,14.29
Renau,1999,73.17,24.39
Renau,2003,63.64,36.36
Renau,2006,52.17,41.3
Renau,2010,56.45,25.81
Renau,2012,68.57,28.57
Renau,2015,71.26,25.29
Reus,1980,40.23,40.26
Reus,1984,53.74,41.17
Reus,1988,52.7,39.45
Reus,1992,53.7,40.6
Reus,1995,50.83,48.21
Reus,1999,49.77,46.91
Reus,2003,48.98,49.61
Reus,2006,49,48.28
Reus,2010,46.62,40.92
Reus,2012,48.49,46.42
Reus,2015,45.04,51.18
Rialp,1980,9.43,34.84
Rialp,1984,64.32,33.2
Rialp,1988,39.57,30.21
Rialp,1992,50.82,32.38
Rialp,1995,64.42,34.29
Rialp,1999,59.47,36.54
Rialp,2003,63.66,34.47
Rialp,2006,56.17,42.59
Rialp,2010,65.58,24.04
Rialp,2012,75.34,21.18
Rialp,2015,75.44,19.05
Riba-roja d'Ebre,1980,30.08,44.73
Riba-roja d'Ebre,1984,39.3,55.1
Riba-roja d'Ebre,1988,46.03,48.93
Riba-roja d'Ebre,1992,47.36,50.26
Riba-roja d'Ebre,1995,55.99,43.3
Riba-roja d'Ebre,1999,51.12,47.62
Riba-roja d'Ebre,2003,49.32,49.59
Riba-roja d'Ebre,2006,42.95,54.94
Riba-roja d'Ebre,2010,53.34,40.92
Riba-roja d'Ebre,2012,59.28,37.25
Riba-roja d'Ebre,2015,53.74,42.46
"Riba, la",1980,61.61,24.96
"Riba, la",1984,73.04,24.4
"Riba, la",1988,72.18,24.55
"Riba, la",1992,79.34,17.93
"Riba, la",1995,73.64,26
"Riba, la",1999,66.97,28.93
"Riba, la",2003,72.02,25.46
"Riba, la",2006,65.31,32.52
